name,team,min,goal,assist,shot,pass,aer,mom,rating
Christian Oliva,Cagliari,464,1,1,0.3,0.872,0.5,1,6.51
Marco D 39 Alessandro,SPAL 2013,788,2,0,0.4,0.767,0.1,0,6.51
Antonino Barillà,Parma Calcio 1913,1691,1,2,0.7,0.7859999999999999,0.7,0,6.51
Mato Jajalo,Udinese,1653,0,0,0.6,0.8390000000000001,0.7,0,6.51
Filippo Romagna,Sassuolo,1477,0,0,0.1,0.9309999999999999,1.4,0,6.5
Vincent Laurini,Parma Calcio 1913,886,0,2,0.0,0.792,0.6,0,6.5
Krzysztof Piatek,AC Milan,1190,4,0,2.7,0.77,2.1,1,6.5
Lyanco,Torino,1181,0,0,0.3,0.853,1.2,0,6.49
Faouzi Ghoulam,Napoli,371,0,1,0.4,0.884,0.6,0,6.49
Mattia Perin,Genoa,1890,0,0,0.0,0.578,0.1,0,6.49
Valerio Verre,Verona,1786,3,2,1.3,0.7609999999999999,0.8,0,6.49
Ivan Radovanovic,Genoa,1318,0,1,0.8,0.865,1.4,0,6.49
Francesco Magnanelli,Sassuolo,1394,0,0,0.4,0.888,1.0,0,6.49
Alessandro Tripaldelli,Sassuolo,135,0,0,0.0,0.912,0.5,0,6.49
Lorenzo Venuti,Fiorentina,857,0,1,0.3,0.836,0.5,0,6.48
Patrick Cutrone,Fiorentina,842,4,1,1.1,0.72,0.7,0,6.48
Jerdy Schouten,Bologna,1083,0,0,0.4,0.828,1.3,0,6.48
Marko Pajac,Genoa,759,0,0,0.6,0.821,0.1,0,6.48
Andrea La Mantia,Lecce,550,2,0,1.8,0.735,2.8,0,6.48
Giorgos Kyriakopoulos,Sassuolo,1641,0,1,0.8,0.851,0.7,0,6.48
Goran Pandev,Genoa,1683,9,1,1.1,0.754,0.5,1,6.47
Ronaldo Vieira,Sampdoria,1821,0,1,1.1,0.8390000000000001,1.5,0,6.47
Gianluigi Buffon,Juventus,810,0,0,0.0,0.898,0.1,0,6.47
Marco Brescianini,AC Milan,24,0,0,0.0,1.0,1.0,0,6.47
Arkadiusz Reca,SPAL 2013,1932,0,2,0.8,0.794,0.6,1,6.47
Lukás Haraslín,Sassuolo,382,1,0,0.9,0.836,0.3,0,6.47
Fabio Pisacane,Cagliari,2451,1,0,0.2,0.883,1.8,0,6.47
Ladislav Krejcí,Bologna,1051,1,0,0.2,0.8290000000000001,0.6,0,6.46
Alexis Saelemaekers,AC Milan,682,1,0,0.7,0.857,0.4,0,6.46
Khouma Babacar,Lecce,1431,3,0,2.0,0.7390000000000001,1.5,0,6.46
Igor Julio,Fiorentina,610,0,0,0.1,0.885,1.0,0,6.46
Andrea Masiello,Atalanta,546,0,0,0.0,0.825,1.3,0,6.46
Diego Farias,Lecce,820,2,0,1.3,0.8320000000000001,0.1,0,6.45
Fabrizio Cacciatore,Cagliari,1185,0,0,0.2,0.7959999999999999,0.7,0,6.45
Enrico Alfonso,Brescia,280,0,0,0.0,0.69,0.0,0,6.45
Maximiliano Olivera,Fiorentina,8,0,0,1.0,0.667,0.0,0,6.45
Riccardo Ladinetti,Cagliari,127,0,0,0.0,0.8,0.3,0,6.45
Gabriele Corbo,Bologna,121,0,0,0.0,0.9179999999999999,0.5,0,6.45
Koffi Djidji,Torino,849,0,0,0.0,0.863,0.8,0,6.45
Dusan Vlahovic,Fiorentina,1494,6,0,2.2,0.6729999999999999,1.4,0,6.45
Fernando Llorente,Napoli,494,3,1,1.9,0.81,1.6,2,6.45
Pepe Reina,AC Milan,91,0,0,0.0,0.7240000000000001,0.5,0,6.45
Ibrahima Mbaye,Bologna,1507,0,3,0.3,0.8440000000000001,1.4,0,6.44
Vasco Regini,Sampdoria,174,0,0,0.0,0.8,1.0,0,6.44
Gabriel Strefezza,SPAL 2013,2117,1,2,1.7,0.813,0.3,0,6.44
Federico Dimarco,Verona,516,0,3,1.0,0.812,0.2,1,6.43
Lorenzo De Silvestri,Torino,2251,0,0,0.8,0.7490000000000001,2.2,0,6.43
Nicolás Domínguez,Bologna,697,0,1,0.6,0.8440000000000001,0.3,0,6.43
Amad Diallo,Atalanta,24,1,0,0.3,0.722,0.0,0,6.43
Mirko Antonucci,Roma,82,0,0,1.5,0.762,0.0,0,6.43
Sami Khedira,Juventus,685,0,1,1.0,0.882,0.3,0,6.43
Ales Mateju,Brescia,2548,0,1,0.2,0.81,1.5,0,6.43
Lukas Lerager,Genoa,1387,1,1,0.7,0.8320000000000001,1.4,0,6.43
Filip Jagiello,Genoa,553,0,2,0.5,0.86,0.5,0,6.43
Stefano Denswil,Bologna,2241,0,1,0.4,0.867,2.0,1,6.43
Lucas Castro,SPAL 2013,430,0,0,1.4,0.773,0.9,0,6.42
Marco Benassi,Fiorentina,980,1,1,1.1,0.768,0.3,0,6.42
Danilo Cataldi,Lazio,581,1,0,0.4,0.873,0.2,0,6.42
Luca Rossettini,Lecce,2262,0,2,0.2,0.853,1.5,0,6.42
Žan Majer,Lecce,1670,1,1,0.7,0.8190000000000001,0.3,0,6.42
Lucas Castro,Cagliari,633,2,0,0.9,0.77,0.4,0,6.42
Mehdi Bourabia,Sassuolo,929,1,2,0.6,0.873,0.7,0,6.42
Mehdi Léris,Sampdoria,501,1,1,0.8,0.807,0.5,1,6.41
Rômulo,Brescia,1726,1,3,0.8,0.8340000000000001,0.3,1,6.41
Valentin Eysseric,Verona,352,0,0,0.8,0.816,1.3,0,6.41
Rade Krunic,AC Milan,530,0,1,0.4,0.848,0.5,0,6.41
Federico Ceccherini,Fiorentina,832,0,0,0.3,0.85,1.9,0,6.41
Daniele Rugani,Juventus,688,0,0,0.6,0.871,3.2,0,6.41
Paolo Ghiglione,Genoa,1720,0,5,0.9,0.7440000000000001,0.4,0,6.41
Yevhen Shakhov,Lecce,1079,1,2,0.6,0.8420000000000001,0.5,0,6.41
Valon Behrami,Genoa,1113,0,0,0.3,0.833,0.7,0,6.41
Eljif Elmas,Napoli,1128,1,1,0.9,0.9159999999999999,0.0,0,6.4
Federico Di Francesco,SPAL 2013,1086,2,0,1.3,0.807,0.4,0,6.4
Nicholas Opoku,Udinese,482,0,0,0.4,0.7979999999999999,1.3,0,6.4
Francesco Vicari,SPAL 2013,2901,0,0,0.3,0.87,1.5,0,6.4
Nehuén Paz,Lecce,845,0,0,0.2,0.856,2.9,2,6.4
Jony,Lazio,1178,0,1,0.5,0.79,0.1,0,6.4
Musa Juwara,Bologna,149,1,0,0.9,0.7659999999999999,0.0,0,6.39
Ragnar Klavan,Cagliari,2353,0,0,0.1,0.89,0.9,0,6.39
Yann Karamoh,Parma Calcio 1913,571,1,1,0.8,0.768,0.0,0,6.39
Alessandro Murgia,SPAL 2013,1753,0,1,1.0,0.892,0.7,0,6.39
Federico Peluso,Sassuolo,1514,0,2,0.3,0.8690000000000001,1.3,0,6.38
Giacomo Raspadori,Sassuolo,258,2,0,1.0,0.8170000000000001,0.1,0,6.38
Biagio Meccariello,Lecce,767,1,0,0.4,0.836,0.6,0,6.38
Ignacio Pussetto,Udinese,335,1,0,0.8,0.667,1.3,0,6.38
Musa Barrow,Atalanta,186,0,2,1.7,0.76,0.6,0,6.38
Alfredo Donnarumma,Brescia,1687,7,2,1.4,0.6859999999999999,0.5,0,6.38
Ilija Nestorovski,Udinese,1249,3,1,1.3,0.731,1.0,0,6.37
Fabio Lucioni,Lecce,3134,3,0,0.4,0.8490000000000001,1.7,0,6.37
Bastos,Lazio,757,1,0,0.4,0.888,0.7,1,6.37
Matteo Politano,Inter,252,0,0,1.4,0.698,0.2,0,6.37
Lorenzo Tonelli,Sampdoria,705,0,0,0.6,0.8170000000000001,1.6,0,6.37
Bryan Dabo,SPAL 2013,1125,1,4,0.5,0.867,0.8,0,6.37
Artur Ionita,Cagliari,1925,0,2,0.5,0.867,1.2,0,6.37
Diego Demme,Napoli,904,1,0,0.3,0.924,0.2,0,6.37
Andrea Papetti,Brescia,917,1,0,0.2,0.828,0.9,0,6.36
Adrien Tameze,Atalanta,208,0,0,0.0,0.903,0.4,0,6.36
Pawel Dawidowicz,Verona,691,1,0,0.3,0.87,1.7,0,6.36
Gianluca Frabotta,Juventus,90,0,0,1.0,0.907,3.0,0,6.36
Alex Meret,Napoli,1951,0,0,0.0,0.8290000000000001,0.2,0,6.36
Ervin Zukanovic,SPAL 2013,203,0,0,0.7,0.9059999999999999,1.3,0,6.36
Andrea Rispoli,Lecce,1904,0,0,0.4,0.79,0.8,0,6.36
Davide Santon,Roma,646,0,0,0.1,0.9079999999999999,0.6,0,6.35
Mattias Svanberg,Bologna,1051,1,2,1.5,0.858,0.6,0,6.35
Léo Duarte,AC Milan,403,0,0,0.5,0.8809999999999999,1.2,0,6.34
Marvin Zeegelaar,Udinese,591,0,1,0.0,0.825,0.4,0,6.34
Nicola Murru,Sampdoria,2261,0,0,0.3,0.705,1.2,0,6.34
Kevin Prince Boateng,Fiorentina,598,1,0,1.3,0.8029999999999999,1.5,0,6.34
Emre Can,Juventus,281,0,0,0.9,0.898,0.3,0,6.33
Luca Siligardi,Parma Calcio 1913,331,0,1,0.9,0.722,0.7,0,6.33
Federico Santander,Bologna,756,1,0,1.0,0.6679999999999999,2.4,0,6.33
André Silva,AC Milan,61,0,0,2.0,0.75,0.0,0,6.33
Roberto Inglese,Parma Calcio 1913,767,4,0,1.4,0.6509999999999999,0.6,0,6.32
Florian Ayé,Brescia,1382,0,0,1.0,0.6759999999999999,2.0,0,6.32
Mitchell Dijks,Bologna,1008,0,0,0.0,0.8109999999999999,0.8,0,6.32
Gonzalo Villar,Roma,293,0,0,0.2,0.9209999999999999,0.2,0,6.32
Davide Zappacosta,Roma,447,0,1,0.4,0.863,0.0,0,6.32
Sebastiano Luperto,Napoli,525,0,0,0.1,0.9,0.3,0,6.32
Jeison Murillo,Sampdoria,664,0,0,0.3,0.8270000000000001,1.5,0,6.32
Jordan Lukaku,Lazio,386,0,2,0.2,0.8029999999999999,0.2,0,6.31
Sasa Lukic,Torino,1858,1,1,0.6,0.8640000000000001,0.5,0,6.31
Eddie Salcedo,Verona,678,1,0,1.2,0.6809999999999999,1.5,0,6.31
Nicolò Rovella,Genoa,105,0,0,0.5,0.894,0.0,0,6.31
Alberto Grassi,Parma Calcio 1913,638,1,1,0.5,0.883,0.4,0,6.31
Antonio Rosati,Torino,90,0,0,0.0,0.7240000000000001,0.0,0,6.31
Ebrima Colley,Atalanta,79,0,1,1.0,0.848,0.2,0,6.31
Lucas Biglia,AC Milan,683,0,1,0.4,0.897,0.9,0,6.31
Claud Adjapong,Verona,228,0,0,0.6,0.667,0.6,0,6.31
Bruno Martella,Brescia,1264,0,0,0.4,0.73,0.5,0,6.31
Romario Benzar,Lecce,97,0,0,0.0,0.6859999999999999,0.3,0,6.3
Daniele Ragatzu,Cagliari,307,1,0,0.6,0.84,0.0,0,6.3
Amin Younes,Napoli,169,1,0,0.8,0.8270000000000001,0.1,0,6.3
Peter Ankersen,Genoa,1063,0,1,0.7,0.833,0.4,0,6.29
Jacopo Sala,SPAL 2013,849,0,0,0.9,0.84,0.4,0,6.29
Bosko Sutalo,Atalanta,279,0,0,0.1,0.861,1.6,0,6.28
Edoardo Goldaniga,Genoa,783,1,0,0.5,0.7709999999999999,1.6,0,6.28
Alessandro Semprini,Brescia,627,1,0,0.2,0.764,0.4,0,6.28
Simone Muratore,Juventus,165,0,0,1.0,0.917,0.0,0,6.28
André Anderson,Lazio,57,0,0,0.8,0.792,0.0,0,6.28
Diego Laxalt,Torino,586,0,1,0.3,0.737,0.6,0,6.27
Simone Edera,Torino,394,1,1,1.2,0.737,0.3,0,6.27
Nicolò Armini,Lazio,2,0,0,0.0,1.0,0.0,0,6.27
Daniele Dessena,Brescia,1878,2,0,0.8,0.8079999999999999,1.0,0,6.27
Andrea Bertolacci,Sampdoria,537,0,0,0.3,0.789,0.7,0,6.26
Hidde ter Avest,Udinese,677,0,0,0.1,0.72,0.5,0,6.26
Nenad Tomovic,SPAL 2013,1755,0,1,0.4,0.83,1.2,0,6.26
Riccardo Sottil,Fiorentina,507,0,0,0.9,0.87,0.2,0,6.26
Giangiacomo Magnani,Sassuolo,140,1,0,0.3,0.81,1.1,0,6.26
Sebastiano Esposito,Inter,196,1,0,1.4,0.6609999999999999,0.0,0,6.26
Edgar Barreto,Sampdoria,91,0,0,0.5,0.871,0.0,0,6.26
Jakub Iskra,SPAL 2013,77,0,0,0.5,0.833,0.5,0,6.26
Giuseppe Pezzella,Parma Calcio 1913,948,0,0,0.1,0.753,0.5,1,6.25
Sergio Floccari,SPAL 2013,932,1,0,0.8,0.8170000000000001,1.3,0,6.25
Daniel Fuzato,Roma,90,0,0,0.0,0.65,0.0,0,6.25
Leonardo Pavoletti,Cagliari,46,0,0,1.0,0.813,2.0,0,6.25
Francesco Cassata,Genoa,1465,2,0,0.5,0.792,0.5,0,6.25
Mohamed Fares,SPAL 2013,423,0,0,0.9,0.7290000000000001,0.9,0,6.25
Andrea Favilli,Genoa,653,0,0,0.7,0.696,1.6,0,6.25
Valter Birsa,Cagliari,426,0,0,0.2,0.877,0.2,0,6.25
Gianmarco Cangiano,Bologna,18,0,0,0.0,0.818,0.3,0,6.25
Jaromír Zmrhal,Brescia,1122,2,0,0.7,0.763,0.5,1,6.25
Mattia Sprocati,Parma Calcio 1913,579,1,0,0.7,0.7140000000000001,0.1,0,6.24
Fabio Borini,AC Milan,70,0,0,1.0,0.75,0.0,0,6.24
Luca Zanimacchia,Juventus,119,0,0,1.0,0.84,0.5,0,6.24
Diego Laxalt,AC Milan,170,0,0,0.3,0.828,0.5,0,6.24
Andreas Skov Olsen,Bologna,749,1,0,0.8,0.799,0.3,0,6.24
Giampaolo Pazzini,Verona,298,4,0,0.9,0.7659999999999999,0.6,0,6.24
Alberto Cerri,Cagliari,239,1,0,0.6,0.6459999999999999,2.4,0,6.24
Samir Ujkani,Torino,90,0,0,0.0,0.833,0.0,0,6.23
Lukasz Teodorczyk,Udinese,211,0,1,0.3,0.7140000000000001,0.7,0,6.23
Kevin Agudelo,Fiorentina,63,0,0,1.3,0.8059999999999999,0.0,0,6.23
Antonio Barreca,Genoa,1097,0,1,0.3,0.715,0.4,0,6.22
Daniele Gastaldello,Brescia,390,0,0,0.1,0.8590000000000001,0.9,0,6.21
Guilherme Arana,Atalanta,76,0,0,0.0,0.762,0.0,0,6.21
Emanuele Ndoj,Brescia,551,0,0,0.5,0.767,0.2,0,6.21
Nikolas Spalek,Brescia,1591,2,1,1.0,0.7040000000000001,0.1,1,6.2
Gianluca Caprari,Sampdoria,662,3,0,1.3,0.795,0.0,0,6.2
Jaume Cuéllar,SPAL 2013,70,0,0,0.0,0.875,0.0,0,6.2
Denis Vavro,Lazio,319,0,0,0.3,0.882,0.3,0,6.19
Giannelli Imbula,Lecce,129,0,0,0.0,0.897,0.3,0,6.19
Lucien Agoumé,Inter,65,0,0,0.0,0.9440000000000001,0.0,0,6.19
Riccardo Saponara,Genoa,169,0,0,1.0,0.747,0.2,0,6.19
Mattia Destro,Bologna,184,0,0,1.0,0.682,0.8,0,6.18
Andrea Ghion,Sassuolo,45,0,0,0.3,1.0,0.0,0,6.18
Bartosz Salamon,SPAL 2013,342,0,0,0.0,0.9079999999999999,1.0,0,6.18
Bobby Adekanye,Lazio,179,1,0,0.5,0.878,0.1,0,6.18
Lorenzo Pirola,Inter,11,0,0,0.0,1.0,0.0,0,6.17
Antonín Barák,Udinese,190,0,0,0.5,0.772,0.5,0,6.17
Gennaro Tutino,Verona,223,0,0,0.5,0.693,1.8,0,6.17
Gastón Pereiro,Cagliari,347,1,0,1.4,0.7909999999999999,0.2,0,6.16
Asmir Begovic,AC Milan,128,0,0,0.0,0.7879999999999999,0.0,0,6.16
Luca Mazzitelli,Sassuolo,11,0,0,0.0,0.963,0.0,0,6.16
Birkir Bjarnason,Brescia,804,0,1,0.6,0.784,0.5,0,6.16
Federico Brancolini,Fiorentina,5,0,0,0.0,1.0,0.0,0,6.15
Brayan Vera,Lecce,149,0,1,0.5,0.828,0.1,0,6.14
Massimiliano Mangraviti,Brescia,974,0,0,0.2,0.8029999999999999,1.3,0,6.14
Mariusz Stepinski,Verona,698,3,1,0.8,0.66,0.8,0,6.13
Iago Falque,Torino,101,0,0,0.8,0.873,0.0,0,6.13
Marco Olivieri,Juventus,27,0,0,0.3,0.818,0.3,0,6.13
Antonino La Gumina,Sampdoria,187,0,0,0.8,0.8859999999999999,0.8,0,6.13
Federico Marigosu,Cagliari,22,0,0,0.0,0.5,0.0,0,6.13
Felipe,SPAL 2013,997,0,0,0.4,0.847,1.0,0,6.12
Liam Henderson,Verona,195,0,0,0.8,0.672,0.5,0,6.12
Daouda Peeters,Juventus,14,0,0,0.0,1.0,0.0,0,6.12
Giacomo Vrioni,Juventus,11,0,0,1.0,1.0,0.0,0,6.12
Pedro,Fiorentina,59,0,0,1.3,0.737,0.5,0,6.12
Wladimiro Falcone,Sampdoria,180,0,0,0.0,0.5489999999999999,0.0,0,6.12
Vincenzo Millico,Torino,206,0,0,0.5,0.879,0.0,0,6.11
Daniele Padelli,Inter,271,0,0,0.0,0.785,0.8,0,6.11
Stefano Piccinini,Sassuolo,8,0,0,0.0,0.9470000000000001,0.0,0,6.11
Simon Skrabb,Brescia,255,0,0,0.3,0.753,0.1,0,6.11
Mattia Viviani,Brescia,341,0,0,0.4,0.8490000000000001,0.0,0,6.1
Luca Ranieri,Fiorentina,231,0,0,1.0,0.813,2.3,0,6.1
Sinan Gümüs,Genoa,95,0,0,1.0,0.857,0.0,0,6.1
Edgaras Dubickas,Lecce,2,0,0,0.0,0.5,0.0,0,6.1
Mert Çetin,Roma,254,0,0,0.5,0.9079999999999999,1.2,0,6.1
Mattia Destro,Genoa,145,0,0,0.9,0.7829999999999999,0.5,0,6.09
Lorenzo Colombo,AC Milan,8,0,0,0.0,1.0,0.0,0,6.09
Vasco Regini,Parma Calcio 1913,49,0,0,0.0,0.9570000000000001,1.0,0,6.09
Luigi Vitale,Verona,39,0,0,0.0,0.667,0.0,0,6.09
Gabriele Moncini,SPAL 2013,154,0,0,0.8,0.563,0.8,0,6.08
Djavan Anderson,Lazio,167,0,0,0.2,0.875,0.2,0,6.08
Andri Baldursson,Bologna,137,0,0,0.3,0.7340000000000001,0.4,0,6.08
Szymon Zurkowski,Fiorentina,10,0,0,0.5,1.0,0.5,0,6.08
Rafael,Cagliari,453,0,0,0.0,0.672,0.3,0,6.07
Valon Berisha,Lazio,30,0,0,0.0,0.667,0.0,0,6.07
Federico Dimarco,Inter,24,0,0,0.3,0.818,0.0,0,6.07
Emmanuel Badu,Verona,224,0,0,0.0,0.873,0.6,0,6.07
Kristoffer Askildsen,Sampdoria,74,1,0,0.3,0.871,0.0,0,6.07
Alberto Paloschi,SPAL 2013,437,0,0,1.0,0.705,0.4,0,6.06
Aleksa Terzic,Fiorentina,7,0,0,0.0,0.6,0.0,0,6.05
Valentin Eysseric,Fiorentina,39,0,0,0.7,0.667,0.3,0,6.05
Leonardo Morosini,Brescia,23,0,0,0.0,1.0,0.3,0,6.05
Felice D 39 Amico,Sampdoria,2,0,0,0.5,0.8,0.0,0,6.05
Karlo Letica,SPAL 2013,900,0,0,0.0,0.581,0.3,0,6.05
Matteo Lovato,Verona,8,0,0,0.0,0.5,0.0,0,6.03
Andrea Carboni,Cagliari,370,0,0,0.1,0.84,1.0,0,6.02
Roberto Piccoli,Atalanta,16,0,0,1.0,0.667,2.0,0,6.02
Alberto Paloschi,Cagliari,200,0,0,0.4,0.816,0.4,0,6.02
Georgi Tunjov,SPAL 2013,281,0,0,0.6,0.7140000000000001,0.4,0,6.02
Giacomo Manzari,Sassuolo,14,0,0,0.0,0.5,0.3,0,6.01
Marko Jankovic,SPAL 2013,111,0,0,0.2,0.84,0.0,0,6.01
Ilario Monterisi,Lecce,2,0,0,0.0,1.0,0.0,0,6.01
Giangiacomo Magnani,Brescia,114,0,0,1.0,0.757,2.5,0,6.01
Michel Adopo,Torino,3,0,0,0.0,0.8,0.5,0,6.01
Alessandro Deiola,Cagliari,1,0,0,0.0,0.0,0.0,0,6.0
Andrea Danzi,Verona,1,0,0,0.0,1.0,0.0,0,6.0
Andrea Ghezzi,Brescia,32,0,0,0.4,0.636,0.0,0,6.0
Antonio Donnarumma,AC Milan,1,0,0,0.0,0.0,0.0,0,6.0
Carlo Pinsoglio,Juventus,18,0,0,0.0,1.0,0.0,0,6.0
Christian Celesia,Torino,1,0,0,0.0,1.0,0.0,0,6.0
Christian Dalle Mura,Fiorentina,1,0,0,0.0,0.0,0.0,0,6.0
Dion Ruffo Luci,Bologna,1,0,0,0.0,0.0,0.0,0,6.0
Federico Marchetti,Genoa,2,0,0,0.0,0.0,0.0,0,6.0
Felipe Curcio,Brescia,4,0,0,0.0,0.778,0.0,0,6.0
Jacopo Da Riva,Atalanta,1,0,0,0.0,1.0,0.0,0,6.0
Marco Ballarini,Udinese,1,0,0,0.0,1.0,0.0,0,6.0
Martin Palumbo,Udinese,1,0,0,0.0,0.0,0.0,0,6.0
Tommaso Berni,Inter,2,0,0,0.0,0.0,0.0,0,6.0
Daniel Maldini,AC Milan,26,0,0,0.0,0.867,0.0,0,6.0
Denilho Cleonise,Genoa,44,0,0,0.3,1.0,0.0,0,5.98
Raúl Moro,Lazio,1,0,0,0.0,0.0,0.0,0,5.98
Lucas Felippe,Verona,26,0,0,0.5,0.909,0.0,0,5.98
Luca Falbo,Lazio,1,0,0,0.0,0.5,0.0,0,5.97
Luca Tremolada,Brescia,14,0,0,0.0,0.6,0.0,0,5.97
Krisztofer Horváth,SPAL 2013,41,0,0,0.3,0.8,0.0,0,5.97
Alessandro Matri,Brescia,83,0,0,0.8,0.652,0.4,0,5.95
Ângelo da Costa,Bologna,90,0,0,0.0,0.909,0.0,0,5.95
Juan Jesus,Roma,137,0,0,0.0,0.904,0.3,0,5.94
Federico Bonini,Bologna,6,0,0,0.0,1.0,0.0,0,5.92
Francesco Rossi,Atalanta,10,0,0,0.0,1.0,0.0,0,5.92
Davide Riccardi,Lecce,19,0,0,0.0,0.667,0.0,0,5.91
Raoul Bellanova,Atalanta,17,0,0,2.0,0.929,0.0,0,5.89
Jawad El Yamiq,Genoa,196,0,0,0.7,0.8809999999999999,2.3,0,5.89
Lennart Czyborra,Atalanta,16,0,0,0.0,1.0,0.0,0,5.87
Boris Radunovic,Verona,270,0,0,0.0,0.569,0.0,0,5.76
Rômulo,Genoa,19,0,0,0.0,0.667,0.0,0,5.69
