name,team,min,goal,assist,shot,pass,aer,mom,rating
Andrea Belotti,Torino,3011,16,3,2.9,0.688,3.2,6,7.12
Dejan Kulusevski,Parma Calcio 1913,2938,10,8,1.7,0.805,0.3,5,7.12
Stefano Sensi,Inter,727,3,2,2.4,0.866,0.3,2,7.11
Juan Cuadrado,Juventus,2652,2,5,0.6,0.895,0.4,1,7.11
Lorenzo Insigne,Napoli,2823,8,6,3.3,0.8540000000000001,0.1,4,7.11
Rodrigo Bentancur,Juventus,2199,0,7,0.5,0.889,1.1,0,7.1
Henrikh Mkhitaryan,Roma,1536,9,5,2.0,0.841,0.5,1,7.09
Filippo Falco,Lecce,2021,4,6,1.9,0.878,0.2,3,7.08
Sebastián Cristóforo,Fiorentina,90,0,0,0.0,0.8909999999999999,0.0,0,7.08
Francesco Caputo,Sassuolo,2937,21,7,2.0,0.7929999999999999,0.5,5,7.08
Miralem Pjanic,Juventus,2286,3,6,0.7,0.904,0.5,1,7.08
Ismaël Bennacer,AC Milan,2488,1,0,0.5,0.883,0.5,0,7.07
Diego Godín,Inter,1630,1,1,0.5,0.851,2.6,2,7.07
Christian Kouamé,Genoa,916,5,2,2.0,0.735,2.9,2,7.07
Riccardo Saponara,Lecce,951,2,4,2.0,0.804,0.5,0,7.07
Federico Chiesa,Fiorentina,2651,10,6,3.3,0.767,0.3,5,7.05
Lorenzo Pellegrini,Roma,2109,1,9,2.1,0.8109999999999999,0.7,2,7.05
Merih Demiral,Juventus,418,1,1,0.3,0.9209999999999999,3.3,0,7.05
Simone Colombi,Parma Calcio 1913,360,0,0,0.0,0.816,0.0,0,7.05
João Galvão,Cagliari,3187,18,4,2.4,0.769,2.3,3,7.05
Miguel Veloso,Verona,2817,3,4,1.1,0.823,1.6,5,7.05
Franck Ribéry,Fiorentina,1426,3,3,1.1,0.856,0.3,2,7.04
Erick Pulgar,Fiorentina,2948,7,6,0.9,0.88,0.7,3,7.03
Andreas Cornelius,Parma Calcio 1913,1492,12,3,1.8,0.667,4.0,4,7.03
Fabián Ruiz,Napoli,2689,3,6,2.2,0.907,0.4,3,7.03
Jesse Joronen,Brescia,2610,0,0,0.0,0.613,0.3,4,7.01
Chris Smalling,Roma,2596,3,2,0.6,0.905,3.2,1,7.0
Ruslan Malinovskyi,Atalanta,1523,8,3,2.3,0.825,0.5,4,7.0
Mauro Vigorito,Lecce,422,0,0,0.0,0.6859999999999999,0.4,0,7.0
Marco Faraoni,Verona,3229,5,3,1.2,0.7340000000000001,1.0,3,6.99
Lautaro Martínez,Inter,2467,14,3,3.6,0.63,1.0,2,6.99
Salvatore Bocchetti,Verona,303,0,0,0.0,0.816,3.2,1,6.98
Juraj Kucka,Parma Calcio 1913,1934,6,3,1.8,0.7140000000000001,3.2,0,6.98
Francesco Acerbi,Lazio,3166,2,2,0.4,0.899,1.6,1,6.98
Alex Sandro,Juventus,2386,1,3,0.6,0.87,1.1,1,6.97
Gastón Ramírez,Sampdoria,1403,7,2,1.5,0.802,1.3,3,6.96
José Luis Palomino,Atalanta,2483,2,1,0.5,0.845,2.8,0,6.96
Dries Mertens,Napoli,1688,9,7,2.5,0.8190000000000001,0.1,4,6.96
Wojciech Szczesny,Juventus,2592,0,0,0.0,0.838,0.2,3,6.96
Alessio Cragno,Cagliari,1440,0,0,0.0,0.583,0.4,3,6.96
Ashley Young,Inter,1187,4,4,0.8,0.821,0.4,1,6.96
Luis Muriel,Atalanta,1246,18,1,2.3,0.721,0.9,3,6.95
Pietro Terracciano,Fiorentina,625,0,0,0.0,0.64,0.3,1,6.95
Suso,AC Milan,1361,1,2,1.9,0.8320000000000001,0.0,1,6.94
Gaetano Castrovilli,Fiorentina,2681,3,2,1.5,0.812,0.7,4,6.94
Mario Pasalic,Atalanta,2426,9,5,1.7,0.882,1.3,1,6.94
Kwadwo Asamoah,Inter,639,0,1,0.4,0.83,0.5,1,6.94
Alexis Sánchez,Inter,918,4,8,1.0,0.755,0.2,3,6.94
Robin Olsen,Cagliari,1555,0,0,0.0,0.616,0.3,2,6.93
Juan Musso,Udinese,3420,0,0,0.0,0.7290000000000001,0.1,2,6.93
Roberto Gagliardini,Inter,1805,4,2,1.4,0.85,1.2,0,6.92
Stefan de Vrij,Inter,2830,4,3,0.6,0.9179999999999999,1.9,1,6.92
Giuseppe Pezzella,Udinese,81,0,0,0.0,0.7140000000000001,1.0,0,6.92
Bremer,Torino,2276,3,1,0.5,0.8029999999999999,2.8,2,6.92
Roberto Soriano,Bologna,2480,5,5,1.3,0.87,0.8,0,6.91
Berat Djimsiti,Atalanta,2791,2,1,0.6,0.86,3.1,1,6.91
Marten de Roon,Atalanta,2718,2,5,0.9,0.868,1.4,1,6.9
Seko Fofana,Udinese,2252,3,7,1.4,0.877,0.2,2,6.89
Riccardo Orsolini,Bologna,2694,8,6,2.4,0.7,0.8,4,6.89
Alex Berenguer,Torino,1828,6,2,1.4,0.792,0.6,1,6.88
Arkadiusz Milik,Napoli,1751,11,0,2.6,0.823,1.4,4,6.88
Kingsley Michael,Bologna,77,0,0,0.0,0.9109999999999999,5.0,0,6.88
Nicolò Zaniolo,Roma,1535,6,2,1.8,0.821,0.3,2,6.87
Cengiz Ünder,Roma,873,3,0,1.5,0.7759999999999999,0.3,1,6.87
Luigi Sepe,Parma Calcio 1913,3060,0,0,0.0,0.735,0.3,3,6.87
Daniele Baselli,Torino,1288,0,2,0.4,0.831,0.6,1,6.87
Senad Lulic,Lazio,1584,0,2,0.8,0.825,1.2,0,6.87
Lucas Leiva,Lazio,1818,0,1,0.4,0.8640000000000001,1.5,0,6.87
Giovanni Di Lorenzo,Napoli,2970,3,3,0.6,0.878,1.8,1,6.86
Marko Rog,Cagliari,2359,1,1,1.0,0.8640000000000001,0.7,0,6.86
Sandro Tonali,Brescia,3019,1,7,0.8,0.7609999999999999,0.3,0,6.86
Simone Pinna,Cagliari,90,0,0,0.0,0.85,1.0,0,6.86
Alessio Romagnoli,AC Milan,3092,1,0,0.4,0.907,2.3,1,6.86
Hernani,Parma Calcio 1913,2422,0,4,1.1,0.7709999999999999,1.1,1,6.86
Riccardo Gagliolo,Parma Calcio 1913,2606,3,2,1.0,0.773,0.7,2,6.85
Etrit Berisha,SPAL 2013,2340,0,0,0.0,0.66,0.3,0,6.85
Simon Kjær,AC Milan,1243,0,0,0.4,0.885,2.3,0,6.85
Matteo Scozzarella,Parma Calcio 1913,927,0,3,0.3,0.813,0.2,1,6.85
Ante Rebic,AC Milan,1400,11,3,1.6,0.657,0.7,2,6.85
Salvatore Sirigu,Torino,3240,0,0,0.0,0.6859999999999999,0.1,2,6.85
Stefano Sturaro,Genoa,1257,1,2,1.1,0.732,1.8,2,6.84
Domenico Criscito,Genoa,2056,8,0,0.9,0.7959999999999999,1.0,0,6.84
Gonzalo Higuaín,Juventus,1868,8,4,2.3,0.8240000000000001,0.3,1,6.84
Luca Gagliano,Cagliari,52,1,1,1.0,0.778,0.5,0,6.84
Mário Rui,Napoli,1969,0,2,1.3,0.846,0.9,1,6.83
Fabio Quagliarella,Sampdoria,2284,11,3,3.6,0.672,1.2,2,6.83
Samu Castillejo,AC Milan,1216,2,3,1.3,0.81,0.7,2,6.83
Rodrigo Palacio,Bologna,2522,7,3,1.7,0.773,1.8,3,6.83
Gianluca Lapadula,Lecce,1787,11,0,2.4,0.763,2.2,2,6.83
Adrien Rabiot,Juventus,1914,1,1,0.7,0.9,0.9,1,6.82
Jasmin Kurtic,SPAL 2013,1411,2,0,2.9,0.802,1.9,1,6.82
Manolo Gabbiadini,Sampdoria,2043,11,1,2.6,0.685,1.2,1,6.82
Stefan Radu,Lazio,2316,1,0,0.1,0.884,1.1,0,6.82
Takehiro Tomiyasu,Bologna,2532,1,3,0.7,0.8270000000000001,2.0,1,6.81
Filip Djuricic,Sassuolo,1640,5,5,1.4,0.805,0.4,2,6.81
Thomas Strakosha,Lazio,3420,0,0,0.0,0.7559999999999999,0.1,1,6.81
Matteo Politano,Napoli,745,2,2,1.3,0.845,0.3,1,6.81
Antonio Candreva,Inter,2003,5,7,1.3,0.8270000000000001,0.2,1,6.81
Gianluigi Donnarumma,AC Milan,3202,0,0,0.0,0.735,0.2,2,6.81
Ken Sema,Udinese,2466,2,1,0.5,0.7809999999999999,0.5,0,6.8
Cristian Romero,Genoa,2581,1,1,0.5,0.884,2.4,1,6.8
Rafael Tolói,Atalanta,2606,2,6,0.8,0.8140000000000001,1.5,1,6.8
Remo Freuler,Atalanta,2344,2,2,0.6,0.885,0.5,0,6.8
Darko Lazovic,Verona,3248,3,7,0.9,0.773,0.5,1,6.8
Nicolò Barella,Inter,2018,1,4,0.9,0.8370000000000001,0.8,1,6.8
Amir Rrahmani,Verona,3229,0,1,1.2,0.804,3.2,1,6.8
Tomás Rincón,Torino,2708,1,3,0.5,0.826,1.8,0,6.8
Piotr Zielinski,Napoli,2926,2,4,2.1,0.879,0.4,0,6.79
Marash Kumbulla,Verona,1958,1,0,0.4,0.8490000000000001,2.6,0,6.79
Marco Silvestri,Verona,3150,0,0,0.0,0.41700000000000004,0.3,1,6.79
Nikola Maksimovic,Napoli,1801,1,1,0.2,0.9309999999999999,1.8,0,6.79
Stefano Turati,Sassuolo,180,0,0,0.0,0.8440000000000001,1.0,0,6.79
Matthijs de Ligt,Juventus,2448,4,0,0.6,0.902,2.6,0,6.79
Cristian Ansaldi,Torino,1773,4,4,1.1,0.7709999999999999,0.4,1,6.78
Lasse Schöne,Genoa,2434,2,3,1.1,0.883,0.8,2,6.78
Mattia Zaccagni,Verona,2127,2,5,0.8,0.753,1.0,3,6.78
Simone Verdi,Torino,2085,2,6,1.6,0.784,0.5,1,6.78
Kevin Malcuit,Napoli,256,0,0,0.5,0.85,1.0,0,6.78
Gianluca Mancini,Roma,2773,1,0,0.7,0.882,2.3,1,6.78
Andrea Petagna,SPAL 2013,3034,12,1,3.1,0.7559999999999999,2.3,2,6.78
Germán Pezzella,Fiorentina,2833,3,1,1.0,0.8270000000000001,2.6,1,6.78
Lorenzo Andrenacci,Brescia,530,0,0,0.0,0.675,0.5,0,6.77
Ola Aina,Torino,2077,0,2,0.4,0.7859999999999999,0.9,0,6.77
Danilo D 39 Ambrosio,Inter,1399,4,0,0.3,0.85,1.2,1,6.77
Sofyan Amrabat,Verona,2929,1,1,0.6,0.88,0.6,0,6.77
Karol Linetty,Sampdoria,2022,4,3,1.1,0.797,0.5,1,6.77
Bruno Peres,Roma,1060,2,2,0.9,0.855,0.1,1,6.77
Cristiano Biraghi,Inter,1579,2,6,0.3,0.77,0.2,1,6.77
Ernesto Torregrossa,Brescia,1852,7,3,2.5,0.654,2.6,1,6.77
Mattia Bani,Bologna,2211,4,0,0.6,0.805,3.9,1,6.77
Alessandro Bastoni,Inter,1922,2,0,0.3,0.889,1.9,0,6.76
Giorgio Chiellini,Juventus,203,1,0,0.3,0.8740000000000001,1.0,1,6.76
Luiz Felipe,Lazio,2030,1,1,0.3,0.888,0.8,0,6.76
Adama Soumaoro,Genoa,638,1,0,0.1,0.9229999999999999,2.5,0,6.76
Luca Ceppitelli,Cagliari,1279,2,0,0.3,0.772,2.4,1,6.76
Jasmin Kurtic,Parma Calcio 1913,1667,2,1,1.2,0.877,1.0,0,6.76
Alfred Duncan,Fiorentina,889,1,1,1.2,0.87,0.3,0,6.75
Douglas Costa,Juventus,793,1,4,0.8,0.838,0.0,1,6.75
Rogério,Sassuolo,1022,1,1,0.7,0.8809999999999999,0.6,0,6.75
Armando Izzo,Torino,2688,1,0,0.4,0.792,2.5,0,6.75
José Callejón,Napoli,2176,4,7,1.3,0.878,0.3,0,6.75
Franck Kessié,AC Milan,2912,4,1,1.1,0.892,0.5,0,6.75
Stefano Sabelli,Brescia,3169,0,3,0.4,0.715,1.1,1,6.75
Koray Günter,Verona,2735,0,0,0.2,0.857,2.8,1,6.75
Nikola Milenkovic,Fiorentina,3257,5,0,0.8,0.873,2.1,0,6.75
Samir Handanovic,Inter,3150,0,0,0.0,0.86,0.2,1,6.74
Jordan Veretout,Roma,2663,6,0,0.9,0.897,0.2,1,6.74
Matteo Pessina,Verona,2487,7,0,0.9,0.7879999999999999,2.3,1,6.74
Omar Colley,Sampdoria,2771,0,1,0.8,0.8140000000000001,2.8,2,6.73
Mattia Caldara,Atalanta,960,0,1,0.4,0.8809999999999999,2.2,0,6.73
Luca Cigarini,Cagliari,1634,0,4,0.3,0.84,0.4,1,6.73
Justin Kluivert,Roma,1554,4,1,1.5,0.8340000000000001,0.3,0,6.73
Mattia De Sciglio,Juventus,470,0,0,0.1,0.828,0.8,0,6.73
Gabriel Vasconcelos,Lecce,2998,0,0,0.0,0.7240000000000001,0.3,2,6.73
Mattia Valoti,SPAL 2013,1533,3,1,1.1,0.795,1.4,1,6.73
Carles Pérez,Roma,562,1,3,1.5,0.865,0.1,0,6.72
Stefano Okaka,Udinese,2423,8,2,1.7,0.767,2.3,1,6.72
Andrea Consigli,Sassuolo,2790,0,0,0.0,0.755,0.3,2,6.72
Maya Yoshida,Sampdoria,1186,0,1,0.4,0.856,1.6,0,6.72
Kalidou Koulibaly,Napoli,2108,0,0,0.6,0.914,2.0,0,6.72
Giovanni Simeone,Cagliari,2939,12,3,2.4,0.688,1.4,2,6.72
Antonio Sanabria,Genoa,1392,6,2,1.7,0.769,1.5,2,6.72
Rafael Leão,AC Milan,1397,6,1,1.4,0.785,0.6,0,6.72
Timothy Castagne,Atalanta,1764,1,2,0.7,0.8540000000000001,1.0,0,6.72
Fabio Borini,Verona,812,3,0,2.8,0.711,0.9,1,6.71
Mario Balotelli,Brescia,1409,5,0,3.8,0.66,1.9,1,6.71
Giacomo Bonaventura,AC Milan,1327,3,5,1.5,0.856,0.3,2,6.71
Konstantinos Manolas,Napoli,2178,4,0,0.7,0.9179999999999999,2.4,0,6.71
Amadou Diawara,Roma,1523,1,1,0.5,0.889,0.3,0,6.71
Dimitri Bisoli,Brescia,2154,1,1,1.0,0.6729999999999999,1.2,0,6.7
Nicola Sansone,Bologna,2274,4,3,2.4,0.7879999999999999,0.4,0,6.7
Ibañez,Roma,615,0,0,0.3,0.888,1.1,0,6.7
Victor Moses,Inter,417,0,3,0.4,0.8370000000000001,0.2,0,6.7
Leonardo Bonucci,Juventus,3086,3,0,0.6,0.8690000000000001,1.7,0,6.7
Kevin Agudelo,Genoa,668,1,1,1.0,0.843,0.3,1,6.7
Adam Marusic,Lazio,940,2,1,0.7,0.856,0.5,0,6.69
Elseid Hysaj,Napoli,1485,1,2,0.3,0.8420000000000001,0.5,1,6.69
Bartlomiej Dragowski,Fiorentina,2790,0,0,0.0,0.6409999999999999,0.3,1,6.69
Bram Nuytinck,Udinese,2229,0,0,0.2,0.851,1.4,0,6.69
Paolo Faragò,Cagliari,1338,1,1,0.6,0.7959999999999999,1.4,0,6.69
Albin Ekdal,Sampdoria,2389,0,2,0.5,0.8590000000000001,1.1,0,6.68
Riccardo Calafiori,Roma,60,0,0,0.0,0.6920000000000001,0.0,0,6.68
Diego Perotti,Roma,875,5,3,0.7,0.857,0.1,2,6.68
Felipe Caicedo,Lazio,1413,9,2,1.0,0.772,1.0,0,6.68
Matías Vecino,Inter,1281,2,2,1.4,0.785,0.9,2,6.68
Leonardo Spinazzola,Roma,1549,1,2,0.6,0.8220000000000001,0.6,0,6.67
Soualiho Meïté,Torino,2194,0,2,0.7,0.831,1.8,1,6.67
Gervinho,Parma Calcio 1913,2282,7,4,1.8,0.8029999999999999,0.0,0,6.67
Alfred Duncan,Sassuolo,846,1,5,1.2,0.804,0.6,0,6.67
Nicolas Nkoulou,Torino,2692,1,0,0.3,0.894,1.7,0,6.67
Davide Biraschi,Genoa,1974,0,1,0.3,0.775,1.7,0,6.67
Rolando Mandragora,Udinese,2054,0,2,2.1,0.85,0.8,0,6.67
Dalbert,Fiorentina,2492,0,5,0.6,0.785,1.0,0,6.66
Simone Zaza,Torino,1639,6,1,2.0,0.65,2.8,1,6.66
Hans Hateboer,Atalanta,2355,0,4,0.6,0.857,0.9,0,6.66
Federico Mattiello,Cagliari,955,0,1,0.4,0.8170000000000001,0.7,0,6.66
Allan,Napoli,1281,2,1,0.5,0.8740000000000001,0.4,1,6.66
Christian Kouamé,Fiorentina,300,1,1,1.4,0.7240000000000001,2.0,1,6.66
Grégoire Defrel,Sassuolo,979,3,3,1.2,0.884,0.6,0,6.66
Nehuén Paz,Bologna,117,0,1,0.7,0.8140000000000001,2.3,0,6.66
Danilo,Juventus,1442,2,0,0.6,0.8740000000000001,0.9,1,6.66
Morten Thorsby,Sampdoria,1867,1,1,0.8,0.774,3.9,0,6.66
Rodrigo Becão,Udinese,2212,1,1,0.2,0.852,2.1,2,6.66
Simone Missiroli,SPAL 2013,2800,1,0,0.4,0.843,1.7,0,6.65
Lukasz Skorupski,Bologna,3330,0,0,0.0,0.738,0.3,3,6.65
Nahitan Nández,Cagliari,2932,2,3,0.7,0.79,0.7,0,6.65
Simon Kjær,Atalanta,291,0,0,0.2,0.8859999999999999,1.6,0,6.65
Matteo Gabbia,AC Milan,678,0,0,0.4,0.882,2.6,0,6.65
Nikola Kalinic,Roma,596,5,1,1.3,0.769,1.3,1,6.65
Federico Fazio,Roma,1216,1,0,0.3,0.877,2.1,1,6.65
Cristián Zapata,Genoa,1717,1,0,0.6,0.9129999999999999,2.9,0,6.64
Mert Müldür,Sassuolo,1271,2,1,0.5,0.858,0.5,0,6.64
Milan Badelj,Fiorentina,1593,1,0,0.7,0.821,0.5,0,6.64
Aaron Ramsey,Juventus,1049,3,1,1.2,0.88,0.5,1,6.63
Tommaso Augello,Sampdoria,1132,0,2,0.0,0.82,0.8,0,6.63
Vlad Chiriches,Sassuolo,708,0,0,0.2,0.925,1.8,0,6.63
Marco Mancosu,Lecce,2445,14,2,2.5,0.775,0.6,1,6.63
Federico Bonazzoli,Sampdoria,743,6,0,2.3,0.727,0.2,2,6.63
Sebastian Walukiewicz,Cagliari,1168,0,0,0.1,0.872,1.0,0,6.63
Giulio Donati,Lecce,1762,1,0,0.5,0.8690000000000001,0.7,1,6.63
Iago Falque,Genoa,521,2,1,1.5,0.857,0.3,0,6.62
Davide Calabria,AC Milan,1623,1,1,0.5,0.8109999999999999,0.4,0,6.62
Jhon Chancellor,Brescia,2246,3,0,0.5,0.86,2.4,0,6.62
Marco Sportiello,Atalanta,526,0,0,0.0,0.8140000000000001,0.3,0,6.62
Marlon Santos,Sassuolo,1821,0,0,0.2,0.943,0.9,0,6.61
Emiliano Rigoni,Sampdoria,430,0,1,0.9,0.752,0.6,0,6.61
Gonzalo Maroni,Sampdoria,181,0,1,1.0,0.8,0.2,0,6.61
Ricardo Rodríguez,AC Milan,388,0,0,0.2,0.89,1.2,0,6.61
Milan Skriniar,Inter,2628,0,0,0.4,0.9209999999999999,1.2,0,6.61
Christian Eriksen,Inter,701,1,2,1.4,0.82,0.2,1,6.6
Antonín Barák,Lecce,1368,2,1,2.1,0.8370000000000001,1.2,0,6.6
Sebastien De Maio,Udinese,1502,0,0,0.4,0.794,1.7,0,6.6
Thiago Cionek,SPAL 2013,2166,0,1,0.4,0.764,1.6,0,6.59
Andrea Poli,Bologna,1926,2,0,0.9,0.899,0.6,1,6.59
Alex Ferrari,Sampdoria,1005,0,0,0.3,0.764,1.2,0,6.59
Jeff Chabot,Sampdoria,570,1,0,0.1,0.8390000000000001,2.0,0,6.59
Pol Lirola,Fiorentina,2655,0,2,0.7,0.765,0.4,0,6.59
Kevin Lasagna,Udinese,2573,10,1,2.2,0.708,1.3,0,6.59
Hamed Traorè,Sassuolo,1577,4,1,1.5,0.83,0.1,0,6.59
Pau López,Roma,2910,0,0,0.0,0.763,0.2,1,6.59
Pedro Obiang,Sassuolo,1670,1,1,0.9,0.887,0.9,0,6.59
Gastón Brugman,Parma Calcio 1913,1465,0,2,0.4,0.833,0.3,0,6.59
David Ospina,Napoli,1470,0,0,0.0,0.86,0.4,1,6.59
Wilfried Singo,Torino,131,1,0,0.5,0.857,1.5,0,6.59
Gianluca Caprari,Parma Calcio 1913,590,2,0,1.3,0.856,0.2,1,6.58
Samir,Udinese,1542,1,0,0.2,0.875,1.3,1,6.58
Andrea Conti,AC Milan,1729,0,2,0.0,0.836,0.6,0,6.58
Matteo Darmian,Parma Calcio 1913,2685,1,1,0.2,0.7829999999999999,1.2,0,6.58
Alessandro Florenzi,Roma,1002,0,1,1.0,0.82,0.9,0,6.58
Emil Audero,Sampdoria,3240,0,0,0.0,0.602,0.2,1,6.57
Martín Cáceres,Fiorentina,2359,1,0,0.4,0.8420000000000001,1.0,1,6.57
Kevin Bonifazi,SPAL 2013,1193,1,0,0.3,0.862,2.0,1,6.57
Stanislav Lobotka,Napoli,753,0,0,0.1,0.9470000000000001,0.3,0,6.57
Javier Pastore,Roma,512,0,1,1.5,0.82,0.0,0,6.57
Manuel Lazzari,Lazio,2555,0,3,0.5,0.848,0.1,0,6.57
Bruno Alves,Parma Calcio 1913,2673,0,0,0.7,0.831,2.6,0,6.57
Walace,Udinese,1137,0,0,0.6,0.8859999999999999,0.7,0,6.56
Andrea Pinamonti,Genoa,2242,5,1,1.6,0.715,2.1,0,6.56
Gary Medel,Bologna,1796,0,0,0.2,0.899,1.3,0,6.56
Mirko Valdifiori,SPAL 2013,1401,0,3,0.2,0.8590000000000001,0.5,0,6.56
Charalampos Lykogiannis,Cagliari,1339,0,1,0.7,0.7140000000000001,1.0,0,6.56
Andrea Masiello,Genoa,1326,0,1,0.5,0.862,1.1,0,6.56
Danilo,Bologna,2642,2,0,0.3,0.773,2.8,0,6.56
Marco Parolo,Lazio,1696,1,0,0.6,0.868,1.0,1,6.56
Jens Stryger Larsen,Udinese,2796,1,3,0.4,0.773,0.4,0,6.56
Rachid Ghezzal,Fiorentina,826,1,0,0.6,0.8590000000000001,0.5,0,6.56
Patric,Lazio,1677,0,0,0.3,0.8859999999999999,0.6,0,6.56
Pierluigi Gollini,Atalanta,2884,0,0,0.0,0.71,0.2,0,6.56
Borja Valero,Inter,923,2,0,0.6,0.9,0.3,1,6.55
Mateo Musacchio,AC Milan,1467,0,0,0.3,0.889,1.9,1,6.55
Kastriot Dermaku,Parma Calcio 1913,1023,0,0,0.2,0.8390000000000001,1.8,1,6.55
Jacopo Petriccione,Lecce,2143,0,5,0.6,0.889,0.2,0,6.55
Luca Pellegrini,Cagliari,1914,0,5,0.6,0.7609999999999999,0.8,0,6.55
Andrea Tabanelli,Lecce,966,1,0,0.8,0.813,1.6,0,6.55
Blerim Dzemaili,Bologna,697,1,1,1.1,0.8290000000000001,0.5,0,6.55
Bartosz Bereszynski,Sampdoria,2404,0,0,0.6,0.7829999999999999,1.4,1,6.54
Alan Empereur,Verona,855,0,0,0.2,0.847,1.8,0,6.54
Fabio Depaoli,Sampdoria,1857,0,1,0.9,0.7140000000000001,0.9,1,6.54
Andrea Cistana,Brescia,1839,1,0,0.3,0.8440000000000001,2.2,0,6.54
Andrei Radu,Genoa,1530,0,1,0.0,0.7859999999999999,0.1,2,6.54
Gian Marco Ferrari,Sassuolo,1896,0,1,0.5,0.93,1.6,1,6.54
Simone Iacoponi,Parma Calcio 1913,3054,2,0,0.3,0.848,1.4,0,6.53
Alessandro Deiola,Lecce,718,1,1,0.9,0.775,0.4,0,6.53
Lucas Paquetá,AC Milan,1102,0,1,1.4,0.789,0.9,2,6.53
Jeremy Toljan,Sassuolo,2190,1,2,0.3,0.8590000000000001,0.2,0,6.53
Valentino Lazaro,Inter,323,0,1,0.5,0.78,0.8,0,6.53
Blaise Matuidi,Juventus,2232,0,2,0.4,0.8909999999999999,0.7,0,6.53
William Troost Ekong,Udinese,2577,0,0,0.2,0.815,1.6,0,6.53
Bryan Cristante,Roma,1644,1,3,1.1,0.852,0.7,0,6.53
Igor Julio,SPAL 2013,1340,0,1,0.2,0.831,0.8,0,6.53
Cristian Dell 39 Orco,Lecce,1007,0,1,0.0,0.797,1.3,0,6.53
Alberto Cerri,SPAL 2013,420,1,0,1.4,0.618,3.0,0,6.52
Jakub Jankto,Sampdoria,2104,2,4,1.4,0.747,0.3,1,6.52
Panagiotis Tachtsidis,Lecce,2006,0,2,1.0,0.7979999999999999,1.5,0,6.52
Federico Bernardeschi,Juventus,1576,1,1,1.7,0.8590000000000001,0.2,0,6.52
Hirving Lozano,Napoli,1021,4,1,1.3,0.8009999999999999,0.4,0,6.52
Samuel Di Carmine,Verona,1303,8,0,1.5,0.703,1.4,1,6.52
Marco Calderoni,Lecce,2066,3,2,0.9,0.74,0.4,1,6.52
