name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Jacob Murphy,Newcastle,28,"D(R),M(LR)",1455,1,2,4,0,0.8,0.645,0.4,0,6.38
Federico Fernández,Newcastle,34,D(C),522,0,0,0,0,0.9,0.8740000000000001,1.4,0,6.37
Jamal Lewis,Newcastle,25,"D(L),M(L)",263,0,0,1,0,0.0,0.785,0.2,0,6.35
Jeff Hendrick,Newcastle,31,M(CR),70,1,0,0,0,0.3,0.9309999999999999,0.3,0,6.34
Ciaran Clark,Newcastle,33,D(CL),1015,0,1,2,1,0.5,0.7909999999999999,2.0,0,6.22
Karl Darlow,Newcastle,32,GK,720,0,0,1,0,0.0,0.575,0.3,0,6.22
Jesurun Rak Sakyi,Crystal Palace,20,AM(R),81,0,0,0,0,0.0,0.875,0.0,0,6.15
Jairo Riedewald,Crystal Palace,26,"D(CL),DMC",117,0,0,0,0,0.0,0.8490000000000001,0.0,0,6.12
Dwight Gayle,Newcastle,33,"AM(LR),FW",34,0,0,1,0,0.3,0.813,0.1,0,6.02
Nathan Ferguson,Crystal Palace,22,D(LR),8,0,0,0,0,0.0,0.33299999999999996,0.0,0,5.98
Freddie Woodman,Newcastle,26,GK,360,0,0,0,0,0.0,0.589,0.0,0,5.81
